x,y,x_centroid,y_centroid
-45.516,-9.901,-51.086794496990535,-1.8058048151332802
52.712,-3.866,64.7509191616766,-6.856127744510977
22.686,-5.842,11.806879912663756,-14.607970524017489
-42.147,54.438,-23.201933678756493,43.69825284974095
82.9,-18.299,64.7509191616766,-6.856127744510977
-6.602,14.573,15.036140115163152,28.56931094049907
78.697,-1.263,64.7509191616766,-6.856127744510977
26.792,-22.172,11.806879912663756,-14.607970524017489
81.092,5.343,64.7509191616766,-6.856127744510977
68.83,-20.575,64.7509191616766,-6.856127744510977
-52.569,-30.302,-51.086794496990535,-1.8058048151332802
10.07,51.951,15.036140115163152,28.56931094049907
-7.475,16.782,15.036140115163152,28.56931094049907
-8.912,-27.885,-13.092549893842886,-49.18245541401274
9.355,43.607,15.036140115163152,28.56931094049907
19.862,53.52,15.036140115163152,28.56931094049907
-5.112,62.336,-23.201933678756493,43.69825284974095
21.088,33.26,15.036140115163152,28.56931094049907
3.662,-45.489,-13.092549893842886,-49.18245541401274
-48.12,-24.228,-51.086794496990535,-1.8058048151332802
-25.459,-63.087,-13.092549893842886,-49.18245541401274
2.697,-45.944,-13.092549893842886,-49.18245541401274
-41.953,-2.363,-51.086794496990535,-1.8058048151332802
-13.142,64.211,-23.201933678756493,43.69825284974095
17.221,29.177,15.036140115163152,28.56931094049907
-49.42,-8.611,-51.086794496990535,-1.8058048151332802
-5.12,-50.471,-13.092549893842886,-49.18245541401274
12.395,18.199,15.036140115163152,28.56931094049907
26.231,4.615,11.806879912663756,-14.607970524017489
6.055,-19.14,11.806879912663756,-14.607970524017489
43.564,-14.226,64.7509191616766,-6.856127744510977
-52.072,-24.991,-51.086794496990535,-1.8058048151332802
-60.811,27.571,-51.086794496990535,-1.8058048151332802
-50.339,32.607,-23.201933678756493,43.69825284974095
-9.175,-61.876,-13.092549893842886,-49.18245541401274
9.146,38.615,15.036140115163152,28.56931094049907
3.92,-62.221,-13.092549893842886,-49.18245541401274
-44.686,-20.963,-51.086794496990535,-1.8058048151332802
14.994,12.171,15.036140115163152,28.56931094049907
-14.793,65.203,-23.201933678756493,43.69825284974095
-37.918,57.5,-23.201933678756493,43.69825284974095
53.73,-13.683,64.7509191616766,-6.856127744510977
4.145,31.785,15.036140115163152,28.56931094049907
13.565,-15.907,11.806879912663756,-14.607970524017489
-30.385,-37.17,-13.092549893842886,-49.18245541401274
-57.45,21.087,-51.086794496990535,-1.8058048151332802
-52.116,30.943,-23.201933678756493,43.69825284974095
-2.007,-68.723,-13.092549893842886,-49.18245541401274
18.055,5.044,11.806879912663756,-14.607970524017489
-50.195,33.638,-23.201933678756493,43.69825284974095
21.313,28.86,15.036140115163152,28.56931094049907
56.122,-13.327,64.7509191616766,-6.856127744510977
-52.672,-24.296,-51.086794496990535,-1.8058048151332802
-28.404,56.047,-23.201933678756493,43.69825284974095
6.809,25.285,15.036140115163152,28.56931094049907
0.595,16.373,15.036140115163152,28.56931094049907
86.83,-8.751,64.7509191616766,-6.856127744510977
64.301,13.359,64.7509191616766,-6.856127744510977
11.818,-9.431,11.806879912663756,-14.607970524017489
-13.596,-31.135,-13.092549893842886,-49.18245541401274
20.343,43.735,15.036140115163152,28.56931094049907
85.555,-14.114,64.7509191616766,-6.856127744510977
-21.055,44.954,-23.201933678756493,43.69825284974095
80.999,5.14,64.7509191616766,-6.856127744510977
-7.129,13.797,15.036140115163152,28.56931094049907
14.775,12.429,15.036140115163152,28.56931094049907
70.313,-23.13,64.7509191616766,-6.856127744510977
-30.206,-50.979,-13.092549893842886,-49.18245541401274
-2.602,-56.694,-13.092549893842886,-49.18245541401274
17.774,-30.56,11.806879912663756,-14.607970524017489
1.995,-38.239,-13.092549893842886,-49.18245541401274
-1.829,-40.099,-13.092549893842886,-49.18245541401274
11.666,56.156,15.036140115163152,28.56931094049907
-5.649,14.866,15.036140115163152,28.56931094049907
-7.339,-65.34,-13.092549893842886,-49.18245541401274
-8.055,-64.593,-13.092549893842886,-49.18245541401274
54.157,10.959,64.7509191616766,-6.856127744510977
-13.697,-60.215,-13.092549893842886,-49.18245541401274
63.997,-4.618,64.7509191616766,-6.856127744510977
23.652,24.861,15.036140115163152,28.56931094049907
17.024,-3.321,11.806879912663756,-14.607970524017489
-28.782,21.467,-23.201933678756493,43.69825284974095
-10.982,-31.797,-13.092549893842886,-49.18245541401274
85.038,-17.624,64.7509191616766,-6.856127744510977
-13.035,-31.518,-13.092549893842886,-49.18245541401274
-68.74,11.668,-51.086794496990535,-1.8058048151332802
-21.513,-66.172,-13.092549893842886,-49.18245541401274
-53.904,25.286,-51.086794496990535,-1.8058048151332802
56.281,-14.369,64.7509191616766,-6.856127744510977
65.078,2.3,64.7509191616766,-6.856127744510977
58.393,1.579,64.7509191616766,-6.856127744510977
-27.148,16.294,-23.201933678756493,43.69825284974095
65.76,-17.134,64.7509191616766,-6.856127744510977
86.114,-13.44,64.7509191616766,-6.856127744510977
1.207,21.367,15.036140115163152,28.56931094049907
-63.171,23.166,-51.086794496990535,-1.8058048151332802
24.221,-37.128,11.806879912663756,-14.607970524017489
29.117,21.102,15.036140115163152,28.56931094049907
16.759,28.191,15.036140115163152,28.56931094049907
-13.281,-43.016,-13.092549893842886,-49.18245541401274
8.574,-12.352,11.806879912663756,-14.607970524017489
43.094,-7.277,64.7509191616766,-6.856127744510977
-12.347,45.981,-23.201933678756493,43.69825284974095
-13.037,54.022,-23.201933678756493,43.69825284974095
-1.908,28.465,15.036140115163152,28.56931094049907
-7.917,-43.019,-13.092549893842886,-49.18245541401274
3.387,-64.817,-13.092549893842886,-49.18245541401274
-5.832,55.775,-23.201933678756493,43.69825284974095
21.542,4.823,11.806879912663756,-14.607970524017489
-26.502,3.26,-51.086794496990535,-1.8058048151332802
-17.161,48.682,-23.201933678756493,43.69825284974095
18.904,-24.532,11.806879912663756,-14.607970524017489
24.405,-37.333,11.806879912663756,-14.607970524017489
47.047,-5.352,64.7509191616766,-6.856127744510977
89.96,-12.523,64.7509191616766,-6.856127744510977
-4.866,-59.047,-13.092549893842886,-49.18245541401274
-49.755,-37.436,-51.086794496990535,-1.8058048151332802
-2.692,12.557,15.036140115163152,28.56931094049907
-54.399,-21.239,-51.086794496990535,-1.8058048151332802
-62.822,13.918,-51.086794496990535,-1.8058048151332802
45.868,-3.302,64.7509191616766,-6.856127744510977
-20.492,39.534,-23.201933678756493,43.69825284974095
80.117,-18.129,64.7509191616766,-6.856127744510977
12.587,37.908,15.036140115163152,28.56931094049907
24.684,-29.439,11.806879912663756,-14.607970524017489
11.792,29.96,15.036140115163152,28.56931094049907
2.242,9.485,15.036140115163152,28.56931094049907
-38.24,58.549,-23.201933678756493,43.69825284974095
65.084,2.374,64.7509191616766,-6.856127744510977
18.685,37.026,15.036140115163152,28.56931094049907
-51.721,-26.84,-51.086794496990535,-1.8058048151332802
53.598,-18.835,64.7509191616766,-6.856127744510977
10.337,-28.405,11.806879912663756,-14.607970524017489
-47.59,-22.868,-51.086794496990535,-1.8058048151332802
53.294,-15.316,64.7509191616766,-6.856127744510977
-47.562,24.238,-51.086794496990535,-1.8058048151332802
-32.265,12.223,-51.086794496990535,-1.8058048151332802
-0.956,19.265,15.036140115163152,28.56931094049907
27.346,22.559,15.036140115163152,28.56931094049907
-62.563,-7.817,-51.086794496990535,-1.8058048151332802
59.036,-2.919,64.7509191616766,-6.856127744510977
13.13,-21.09,11.806879912663756,-14.607970524017489
59.2,-3.057,64.7509191616766,-6.856127744510977
32.003,15.921,15.036140115163152,28.56931094049907
-24.827,16.305,-23.201933678756493,43.69825284974095
19.493,24.763,15.036140115163152,28.56931094049907
-36.892,56.629,-23.201933678756493,43.69825284974095
53.52,-5.323,64.7509191616766,-6.856127744510977
-57.781,-35.84,-51.086794496990535,-1.8058048151332802
22.448,2.193,11.806879912663756,-14.607970524017489
7.769,17.445,15.036140115163152,28.56931094049907
-55.095,4.517,-51.086794496990535,-1.8058048151332802
15.653,6.903,15.036140115163152,28.56931094049907
-62.293,36.119,-51.086794496990535,-1.8058048151332802
42.002,0.31,64.7509191616766,-6.856127744510977
63.465,-9.441,64.7509191616766,-6.856127744510977
11.759,-23.264,11.806879912663756,-14.607970524017489
-11.542,-30.04,-13.092549893842886,-49.18245541401274
-38.067,14.826,-51.086794496990535,-1.8058048151332802
12.766,31.116,15.036140115163152,28.56931094049907
-33.597,24.747,-23.201933678756493,43.69825284974095
64.883,-6.812,64.7509191616766,-6.856127744510977
-5.172,-0.435,11.806879912663756,-14.607970524017489
7.19,-17.71,11.806879912663756,-14.607970524017489
24.86,-26.344,11.806879912663756,-14.607970524017489
49.492,1.238,64.7509191616766,-6.856127744510977
27.046,-47.257,11.806879912663756,-14.607970524017489
44.815,-8.392,64.7509191616766,-6.856127744510977
-26.961,12.956,-51.086794496990535,-1.8058048151332802
12.429,29.566,15.036140115163152,28.56931094049907
14.62,36.791,15.036140115163152,28.56931094049907
-19.479,-46.82,-13.092549893842886,-49.18245541401274
-58.785,4.29,-51.086794496990535,-1.8058048151332802
47.799,-3.81,64.7509191616766,-6.856127744510977
-29.148,-61.136,-13.092549893842886,-49.18245541401274
21.296,-35.127,11.806879912663756,-14.607970524017489
17.276,-25.229,11.806879912663756,-14.607970524017489
33.309,8.241,15.036140115163152,28.56931094049907
-21.621,34.882,-23.201933678756493,43.69825284974095
-55.558,-13.916,-51.086794496990535,-1.8058048151332802
-18.721,-60.556,-13.092549893842886,-49.18245541401274
67.539,6.503,64.7509191616766,-6.856127744510977
0.004,-37.773,-13.092549893842886,-49.18245541401274
-60.365,35.539,-23.201933678756493,43.69825284974095
20.556,-29.425,11.806879912663756,-14.607970524017489
-24.749,22.617,-23.201933678756493,43.69825284974095
18.671,16.523,15.036140115163152,28.56931094049907
67.356,5.119,64.7509191616766,-6.856127744510977
15.667,40.671,15.036140115163152,28.56931094049907
-2.937,53.149,-23.201933678756493,43.69825284974095
6.042,21.062,15.036140115163152,28.56931094049907
10.322,17.729,15.036140115163152,28.56931094049907
-60.16,-11.957,-51.086794496990535,-1.8058048151332802
-56.707,-35.532,-51.086794496990535,-1.8058048151332802
22.442,14.889,15.036140115163152,28.56931094049907
-13.966,40.778,-23.201933678756493,43.69825284974095
3.43,-64.796,-13.092549893842886,-49.18245541401274
-23.03,18.471,-23.201933678756493,43.69825284974095
-27.832,18.406,-23.201933678756493,43.69825284974095
41.984,0.239,64.7509191616766,-6.856127744510977
20.173,28.645,15.036140115163152,28.56931094049907
-24.752,-44.328,-13.092549893842886,-49.18245541401274
1.313,-20.337,11.806879912663756,-14.607970524017489
-21.076,-47.476,-13.092549893842886,-49.18245541401274
26.503,-26.084,11.806879912663756,-14.607970524017489
-21.959,31.968,-23.201933678756493,43.69825284974095
7.093,14.283,15.036140115163152,28.56931094049907
-48.058,-17.588,-51.086794496990535,-1.8058048151332802
81.987,-17.011,64.7509191616766,-6.856127744510977
88.212,-11.892,64.7509191616766,-6.856127744510977
26.408,37.884,15.036140115163152,28.56931094049907
-55.819,-27.027,-51.086794496990535,-1.8058048151332802
-22.716,-42.495,-13.092549893842886,-49.18245541401274
-50.442,33.615,-23.201933678756493,43.69825284974095
-1.432,-37.223,-13.092549893842886,-49.18245541401274
68.947,6.271,64.7509191616766,-6.856127744510977
22.844,-31.445,11.806879912663756,-14.607970524017489
-19.339,58.656,-23.201933678756493,43.69825284974095
14.846,-8.295,11.806879912663756,-14.607970524017489
-10.337,-51.286,-13.092549893842886,-49.18245541401274
-48.806,-19.684,-51.086794496990535,-1.8058048151332802
-52.682,27.351,-51.086794496990535,-1.8058048151332802
62.806,2.292,64.7509191616766,-6.856127744510977
-10.748,-43.303,-13.092549893842886,-49.18245541401274
3.457,-61.157,-13.092549893842886,-49.18245541401274
-11.22,-46.686,-13.092549893842886,-49.18245541401274
18.451,-3.427,11.806879912663756,-14.607970524017489
-5.719,-40.883,-13.092549893842886,-49.18245541401274
-17.264,25.717,-23.201933678756493,43.69825284974095
19.186,31.681,15.036140115163152,28.56931094049907
18.787,-39.943,11.806879912663756,-14.607970524017489
-3.917,-50.22,-13.092549893842886,-49.18245541401274
-49.314,22.64,-51.086794496990535,-1.8058048151332802
-49.394,22.943,-51.086794496990535,-1.8058048151332802
-31.165,13.626,-51.086794496990535,-1.8058048151332802
-5.489,57.329,-23.201933678756493,43.69825284974095
9.961,41.098,15.036140115163152,28.56931094049907
-54.203,-32.115,-51.086794496990535,-1.8058048151332802
44.695,2.409,64.7509191616766,-6.856127744510977
-12.664,-31.503,-13.092549893842886,-49.18245541401274
44.642,1.38,64.7509191616766,-6.856127744510977
-25.215,22.95,-23.201933678756493,43.69825284974095
24.109,10.525,15.036140115163152,28.56931094049907
5.886,13.324,15.036140115163152,28.56931094049907
23.934,40.287,15.036140115163152,28.56931094049907
-7.981,-34.064,-13.092549893842886,-49.18245541401274
-16.792,-52.337,-13.092549893842886,-49.18245541401274
-6.464,-2.388,11.806879912663756,-14.607970524017489
-29.192,9.519,-51.086794496990535,-1.8058048151332802
-53.266,-34.316,-51.086794496990535,-1.8058048151332802
71.113,5.91,64.7509191616766,-6.856127744510977
23.587,14.053,15.036140115163152,28.56931094049907
-30.695,12.892,-51.086794496990535,-1.8058048151332802
-12.303,-13.604,11.806879912663756,-14.607970524017489
-59.277,-15.287,-51.086794496990535,-1.8058048151332802
-19.964,-55.598,-13.092549893842886,-49.18245541401274
-22.07,68.104,-23.201933678756493,43.69825284974095
69.783,3.285,64.7509191616766,-6.856127744510977
-9.642,41.244,-23.201933678756493,43.69825284974095
58.458,3.327,64.7509191616766,-6.856127744510977
-64.335,11.768,-51.086794496990535,-1.8058048151332802
-27.058,-38.887,-13.092549893842886,-49.18245541401274
-30.154,36.227,-23.201933678756493,43.69825284974095
-2.442,27.843,15.036140115163152,28.56931094049907
-29.296,43.687,-23.201933678756493,43.69825284974095
-20.156,12.042,-23.201933678756493,43.69825284974095
-10.019,-33.782,-13.092549893842886,-49.18245541401274
-36.499,62.897,-23.201933678756493,43.69825284974095
-58.503,38.879,-23.201933678756493,43.69825284974095
-63.697,-12.643,-51.086794496990535,-1.8058048151332802
21.342,-12.235,11.806879912663756,-14.607970524017489
-54.386,-22.697,-51.086794496990535,-1.8058048151332802
-38.24,-16.659,-51.086794496990535,-1.8058048151332802
-51.244,3.442,-51.086794496990535,-1.8058048151332802
-5.603,40.703,-23.201933678756493,43.69825284974095
32.477,8.857,15.036140115163152,28.56931094049907
-29.467,51.322,-23.201933678756493,43.69825284974095
-1.994,-28.19,11.806879912663756,-14.607970524017489
-25.06,-52.236,-13.092549893842886,-49.18245541401274
4.715,22.84,15.036140115163152,28.56931094049907
4.844,-57.35,-13.092549893842886,-49.18245541401274
-14.731,55.485,-23.201933678756493,43.69825284974095
-28.937,37.242,-23.201933678756493,43.69825284974095
-9.13,-49.416,-13.092549893842886,-49.18245541401274
-62.852,25.786,-51.086794496990535,-1.8058048151332802
3.129,-11.986,11.806879912663756,-14.607970524017489
31.235,21.758,15.036140115163152,28.56931094049907
18.341,32.573,15.036140115163152,28.56931094049907
-69.803,13.588,-51.086794496990535,-1.8058048151332802
-23.445,42.542,-23.201933678756493,43.69825284974095
-15.896,-41.634,-13.092549893842886,-49.18245541401274
-6.844,-47.172,-13.092549893842886,-49.18245541401274
79.994,-13.548,64.7509191616766,-6.856127744510977
-18.922,37.672,-23.201933678756493,43.69825284974095
38.179,-7.506,64.7509191616766,-6.856127744510977
6.682,15.503,15.036140115163152,28.56931094049907
0.77,-28.381,11.806879912663756,-14.607970524017489
85.81,-11.745,64.7509191616766,-6.856127744510977
-6.055,-29.132,-13.092549893842886,-49.18245541401274
-64.209,25.987,-51.086794496990535,-1.8058048151332802
27.449,11.122,15.036140115163152,28.56931094049907
46.874,2.101,64.7509191616766,-6.856127744510977
19.975,15.017,15.036140115163152,28.56931094049907
59.081,2.719,64.7509191616766,-6.856127744510977
-24.81,-63.765,-13.092549893842886,-49.18245541401274
-30.654,26.709,-23.201933678756493,43.69825284974095
-15.918,47.886,-23.201933678756493,43.69825284974095
-14.788,43.64,-23.201933678756493,43.69825284974095
-23.054,-3.299,-51.086794496990535,-1.8058048151332802
-2.505,-0.683,11.806879912663756,-14.607970524017489
9.107,23.72,15.036140115163152,28.56931094049907
85.772,-9.24,64.7509191616766,-6.856127744510977
-62.528,24.298,-51.086794496990535,-1.8058048151332802
24.053,0.194,11.806879912663756,-14.607970524017489
-25.977,-64.405,-13.092549893842886,-49.18245541401274
16.769,-35.629,11.806879912663756,-14.607970524017489
53.183,-15.739,64.7509191616766,-6.856127744510977
11.845,13.565,15.036140115163152,28.56931094049907
-26.226,-31.808,-13.092549893842886,-49.18245541401274
-29.23,8.545,-51.086794496990535,-1.8058048151332802
66.993,-14.001,64.7509191616766,-6.856127744510977
-8.07,-3.733,11.806879912663756,-14.607970524017489
52.398,-6.056,64.7509191616766,-6.856127744510977
-15.738,17.741,-23.201933678756493,43.69825284974095
16.784,-6.116,11.806879912663756,-14.607970524017489
79.9,-16.611,64.7509191616766,-6.856127744510977
-53.914,-26.472,-51.086794496990535,-1.8058048151332802
-27.827,-63.405,-13.092549893842886,-49.18245541401274
-29.108,-57.749,-13.092549893842886,-49.18245541401274
6.453,29.748,15.036140115163152,28.56931094049907
81.734,5.365,64.7509191616766,-6.856127744510977
30.55,24.771,15.036140115163152,28.56931094049907
-37.901,62.759,-23.201933678756493,43.69825284974095
-17.217,41.881,-23.201933678756493,43.69825284974095
-28.413,-0.603,-51.086794496990535,-1.8058048151332802
-7.006,-7.205,11.806879912663756,-14.607970524017489
-46.657,7.601,-51.086794496990535,-1.8058048151332802
67.709,5.098,64.7509191616766,-6.856127744510977
27.706,-2.781,11.806879912663756,-14.607970524017489
-47.433,-23.073,-51.086794496990535,-1.8058048151332802
10.141,1.534,11.806879912663756,-14.607970524017489
73.274,-27.166,64.7509191616766,-6.856127744510977
-4.97,-47.117,-13.092549893842886,-49.18245541401274
-2.972,-65.611,-13.092549893842886,-49.18245541401274
-18.235,43.399,-23.201933678756493,43.69825284974095
-63.081,14.014,-51.086794496990535,-1.8058048151332802
-6.368,55.674,-23.201933678756493,43.69825284974095
-15.888,48.012,-23.201933678756493,43.69825284974095
82.096,-10.127,64.7509191616766,-6.856127744510977
-50.259,-1.499,-51.086794496990535,-1.8058048151332802
46.136,-12.078,64.7509191616766,-6.856127744510977
30.186,26.538,15.036140115163152,28.56931094049907
-18.011,49.852,-23.201933678756493,43.69825284974095
11.137,39.011,15.036140115163152,28.56931094049907
-54.121,-26.682,-51.086794496990535,-1.8058048151332802
-11.12,-39.398,-13.092549893842886,-49.18245541401274
-37.086,34.122,-23.201933678756493,43.69825284974095
-5.8,-40.668,-13.092549893842886,-49.18245541401274
-59.204,2.862,-51.086794496990535,-1.8058048151332802
20.677,36.944,15.036140115163152,28.56931094049907
-18.613,-68.363,-13.092549893842886,-49.18245541401274
23.469,-21.572,11.806879912663756,-14.607970524017489
-44.538,-22.669,-51.086794496990535,-1.8058048151332802
28.266,5.965,15.036140115163152,28.56931094049907
78.479,-1.669,64.7509191616766,-6.856127744510977
26.4,21.691,15.036140115163152,28.56931094049907
64.124,-8.194,64.7509191616766,-6.856127744510977
-5.807,-55.53,-13.092549893842886,-49.18245541401274
18.332,54.144,15.036140115163152,28.56931094049907
-60.513,-2.275,-51.086794496990535,-1.8058048151332802
11.218,31.197,15.036140115163152,28.56931094049907
-50.138,11.383,-51.086794496990535,-1.8058048151332802
20.483,57.514,15.036140115163152,28.56931094049907
-51.968,-23.473,-51.086794496990535,-1.8058048151332802
-52.318,13.196,-51.086794496990535,-1.8058048151332802
-59.18,36.687,-23.201933678756493,43.69825284974095
-5.553,2.49,11.806879912663756,-14.607970524017489
17.516,-14.815,11.806879912663756,-14.607970524017489
-29.142,-52.629,-13.092549893842886,-49.18245541401274
2.227,-11.283,11.806879912663756,-14.607970524017489
-15.01,7.114,11.806879912663756,-14.607970524017489
-18.398,-68.268,-13.092549893842886,-49.18245541401274
-12.342,6.09,11.806879912663756,-14.607970524017489
35.405,24.429,15.036140115163152,28.56931094049907
-55.239,-23.307,-51.086794496990535,-1.8058048151332802
11.971,32.937,15.036140115163152,28.56931094049907
-5.525,-9.432,11.806879912663756,-14.607970524017489
-16.437,-68.836,-13.092549893842886,-49.18245541401274
-11.396,38.014,-23.201933678756493,43.69825284974095
-60.348,15.607,-51.086794496990535,-1.8058048151332802
-11.735,-61.759,-13.092549893842886,-49.18245541401274
20.427,14.362,15.036140115163152,28.56931094049907
11.531,-8.669,11.806879912663756,-14.607970524017489
83.754,-5.247,64.7509191616766,-6.856127744510977
17.207,-32.12,11.806879912663756,-14.607970524017489
-62.965,19.4,-51.086794496990535,-1.8058048151332802
-32.417,50.237,-23.201933678756493,43.69825284974095
-62.031,30.027,-51.086794496990535,-1.8058048151332802
-39.992,-2.359,-51.086794496990535,-1.8058048151332802
-28.567,22.466,-23.201933678756493,43.69825284974095
54.299,-6.693,64.7509191616766,-6.856127744510977
-54.797,-25.433,-51.086794496990535,-1.8058048151332802
-0.358,-36.131,-13.092549893842886,-49.18245541401274
